fc_key,input_name,sample,chain_id,native_chain_id,found,returned_name_matches_requested
36deb2d9296dd1cbae4f029a148d070a3c9c0912_4_E,36deb2d9296dd1cbae4f029a148d070a3c9c0912,4,E,A,True,True
fe59dd73dc31d106cd1d6612ab0eba732079ce6e_0_F,fe59dd73dc31d106cd1d6612ab0eba732079ce6e,0,F,A,True,True
c96157da66a55d553eaceb80f94c4f93b0b34241_4_B,c96157da66a55d553eaceb80f94c4f93b0b34241,4,B,A,True,True
1cc4c9e0151aa2310aa087e9b9381fd8b765e68d_3_A,1cc4c9e0151aa2310aa087e9b9381fd8b765e68d,3,A,A,True,True
6a0841b7625dbf1a831b110580c62b64095118a9_1_H,6a0841b7625dbf1a831b110580c62b64095118a9,1,H,A,True,True
p00431_p10849_4_B,p00431_p10849,4,B,A,True,False
c790dd7efc24d9f9918bff22cc85fa880350ab9b_1_D,c790dd7efc24d9f9918bff22cc85fa880350ab9b,1,D,A,True,False
dc8f2125013c13d2f6c5a1cde17c311e5dd5f3e2_0_H,dc8f2125013c13d2f6c5a1cde17c311e5dd5f3e2,0,H,A,True,False
a02e1880024e98e3d5dc8162fa46b6221342509a_4_A,a02e1880024e98e3d5dc8162fa46b6221342509a,4,A,A,True,False
043247f93d65da7e1f38e241ab98801bdc407c74_4_K,043247f93d65da7e1f38e241ab98801bdc407c74,4,K,A,True,False
6c7114a2dca1e126595795a8c39cb8176bcafafd_3_B,6c7114a2dca1e126595795a8c39cb8176bcafafd,3,B,A,True,False
bf66fafbb460e1de8d1affeb7dd0087163f1d118_1_B,bf66fafbb460e1de8d1affeb7dd0087163f1d118,1,B,A,True,False
1daa684c2a458ace6b8c8a3d4a167008d585bd7a_4_C,1daa684c2a458ace6b8c8a3d4a167008d585bd7a,4,C,A,True,False
b7efe64a0794615983c1b4b0ee230c12c0033b2a_3_F,b7efe64a0794615983c1b4b0ee230c12c0033b2a,3,F,A,True,False
732f254e06a0cea1a519cff57ee46eb915de87bd_3_C,732f254e06a0cea1a519cff57ee46eb915de87bd,3,C,A,True,False
8cbc9090e30e21fd0b993fe3e84c2a946364adf3_0_F,8cbc9090e30e21fd0b993fe3e84c2a946364adf3,0,F,A,True,False
711508c5d73dc1903388d4d4cddce34d994b43ce_4_E,711508c5d73dc1903388d4d4cddce34d994b43ce,4,E,A,True,False
79f726a0d403f26b22517d668f8b57aa7c0f6d45_0_H,79f726a0d403f26b22517d668f8b57aa7c0f6d45,0,H,A,True,False
285faf1aeb1d02150c9e521346ce2ea6e02d61e1_1_B,285faf1aeb1d02150c9e521346ce2ea6e02d61e1,1,B,A,True,False
610f28fc903624e9d82557d86f4af8a2f1651317_4_B,610f28fc903624e9d82557d86f4af8a2f1651317,4,B,A,True,False
9eda3e6d49532ca6e7d5feaf4e97c0b83b9582d4_0_F,9eda3e6d49532ca6e7d5feaf4e97c0b83b9582d4,0,F,A,True,False
880c9766ad933944ff000198760f5dd1b033174e_0_I,880c9766ad933944ff000198760f5dd1b033174e,0,I,A,True,False
p40053_p49089_1_A,p40053_p49089,1,A,A,True,False
453506a9f9f4424e727233fe9c440892a2cdc7a6_0_A,453506a9f9f4424e727233fe9c440892a2cdc7a6,0,A,A,True,False
47d02feea8989acd5037097ef1d25a75e6073796_2_F,47d02feea8989acd5037097ef1d25a75e6073796,2,F,A,True,False
ef1345896101b38da0b740106b0308003593ed73_0_C,ef1345896101b38da0b740106b0308003593ed73,0,C,A,True,False
0f5fe8429c7b450b9a0aad344d41403a133833a3_2_F,0f5fe8429c7b450b9a0aad344d41403a133833a3,2,F,A,True,False
a597bca8170298fef1ee5d7d016e8fe2144d1787_3_B,a597bca8170298fef1ee5d7d016e8fe2144d1787,3,B,A,True,False
6081997bafca75b778f5b756113bde5954941d8d_2_K,6081997bafca75b778f5b756113bde5954941d8d,2,K,A,True,False
070880c039855999aab59c9d1caee23ba506af4c_3_C,070880c039855999aab59c9d1caee23ba506af4c,3,C,A,True,False
be9d812021a54290dc08500e62232cc5d0342bd3_3_G,be9d812021a54290dc08500e62232cc5d0342bd3,3,G,A,True,False
e7667f8f587fe1392a637ba73592cffcc7982503_1_E,e7667f8f587fe1392a637ba73592cffcc7982503,1,E,A,True,False
403543a2b0d7be65da0a8d6bfb66000356a39722_3_A,403543a2b0d7be65da0a8d6bfb66000356a39722,3,A,A,True,False
0fe9ba7f836e5cddbb1fca0407036608aef51226_2_E,0fe9ba7f836e5cddbb1fca0407036608aef51226,2,E,A,True,False
0d9355dfbce2cc1125563a59d63b4a92f25c93ed_0_G,0d9355dfbce2cc1125563a59d63b4a92f25c93ed,0,G,A,True,False
cb05d96e7e98c783e28d2c0b711fbe1f5a07b2b2_1_I,cb05d96e7e98c783e28d2c0b711fbe1f5a07b2b2,1,I,A,True,False
11d456d417adf47116f587ec7831b53749fab18e_2_F,11d456d417adf47116f587ec7831b53749fab18e,2,F,A,True,False
2445185e4fc3092c51e867cea151b44cebb455bf_2_I,2445185e4fc3092c51e867cea151b44cebb455bf,2,I,A,True,False
e21266a6021a679312c1d49288373fed86124891_0_G,e21266a6021a679312c1d49288373fed86124891,0,G,A,True,False
c219e25eeb38ec7920e30d2e7c7d9b1804e9a714_2_J,c219e25eeb38ec7920e30d2e7c7d9b1804e9a714,2,J,A,True,False
6dc0eb64c726014e597ee443dabd263edab4b99b_2_F,6dc0eb64c726014e597ee443dabd263edab4b99b,2,F,A,True,False
p40302_p21242_0_A,p40302_p21242,0,A,A,True,False
86be85ece3859e3044fb4ec8345d4907e4633b91_1_H,86be85ece3859e3044fb4ec8345d4907e4633b91,1,H,A,True,False
805904e8d014122202829991a9c85b1a9a6d0f41_0_G,805904e8d014122202829991a9c85b1a9a6d0f41,0,G,A,True,False
b605d5127f38499479ffe859a8e4f45aabdce0f1_0_D,b605d5127f38499479ffe859a8e4f45aabdce0f1,0,D,A,True,False
86156fb20e149a0583e63d49447450a5a0ff59d2_2_I,86156fb20e149a0583e63d49447450a5a0ff59d2,2,I,A,True,False
34418ccea096aa2144398476487f44e0cbbaa88c_0_C,34418ccea096aa2144398476487f44e0cbbaa88c,0,C,A,True,False
166835b50d2ac8e1c637483f6646d0653b5181f9_2_C,166835b50d2ac8e1c637483f6646d0653b5181f9,2,C,A,True,False
1ceb2d1ff0db3bbcfcd4ba33f9b66f2b343d6ca6_2_H,1ceb2d1ff0db3bbcfcd4ba33f9b66f2b343d6ca6,2,H,A,True,False
6653c82403b862b1609a3c0766a5486c626d3d75_3_S,6653c82403b862b1609a3c0766a5486c626d3d75,3,S,A,True,False
6be5d607296ef123135257ae001ece21c49d3753_4_I,6be5d607296ef123135257ae001ece21c49d3753,4,I,A,True,False
a9152b5d145ffb01e8840fa726b83a849c3e9292_3_E,a9152b5d145ffb01e8840fa726b83a849c3e9292,3,E,A,True,False
6b4797b827c829a500aa5c7f202376d78063275c_1_F,6b4797b827c829a500aa5c7f202376d78063275c,1,F,A,True,False
2fce04ff0d2466ccd068fa87de8697513d87ff17_2_D,2fce04ff0d2466ccd068fa87de8697513d87ff17,2,D,A,True,False
3b80cca1b43ec9276e617bae7c4f4023b4ae02bd_4_J,3b80cca1b43ec9276e617bae7c4f4023b4ae02bd,4,J,A,True,False
2a97f42406f09bf73bd58b2ef48ea47ac9dd3690_1_K,2a97f42406f09bf73bd58b2ef48ea47ac9dd3690,1,K,A,True,False
c889e772fca2210763c82ca15967ea4b7db3b893_4_I,c889e772fca2210763c82ca15967ea4b7db3b893,4,I,A,True,False
c6ebbc27fc8101994b17809c966f1cce910bd741_0_B,c6ebbc27fc8101994b17809c966f1cce910bd741,0,B,A,True,False
8885ae4662361fec2379937b1b07aac5c859ee36_3_D,8885ae4662361fec2379937b1b07aac5c859ee36,3,D,A,True,False
8529de3ffab3a21b5f271638a13e79a690794c9b_4_F,8529de3ffab3a21b5f271638a13e79a690794c9b,4,F,A,True,False
2d0ffd799eb07296d3b4bb2b5036d0096b7f71aa_0_B,2d0ffd799eb07296d3b4bb2b5036d0096b7f71aa,0,B,A,True,False
909fe22241669cec03ede65922a8bd29f964b319_2_G,909fe22241669cec03ede65922a8bd29f964b319,2,G,A,True,False
2c7ca0c0842049bccbcd8ca6ea964e96df094646_1_B,2c7ca0c0842049bccbcd8ca6ea964e96df094646,1,B,A,True,False
a899de18ba21f952eae111c100dc62c418d93763_1_C,a899de18ba21f952eae111c100dc62c418d93763,1,C,A,True,False
a443dfa8a9ac4f86595c2f1258f7479a0a06076d_1_B,a443dfa8a9ac4f86595c2f1258f7479a0a06076d,1,B,A,True,False
074d711a0c71bd21104bb4719f94844e4f30c3fc_3_A,074d711a0c71bd21104bb4719f94844e4f30c3fc,3,A,A,True,False
721bda214a111166ab20c7ad4cc9c6aa940f7f36_0_D,721bda214a111166ab20c7ad4cc9c6aa940f7f36,0,D,A,True,False
80eda253adbff5685b2613ba9e7bb8f666b05623_2_D,80eda253adbff5685b2613ba9e7bb8f666b05623,2,D,A,True,False
79f8f4625165c29ac1f564d1894342bdab31087a_4_C,79f8f4625165c29ac1f564d1894342bdab31087a,4,C,A,True,False
48538597c9298ac1315982648beea5d03be79d77_4_F,48538597c9298ac1315982648beea5d03be79d77,4,F,A,True,False
f7e6e9e6e05ac025a2e30f5e1218e4cef20b8be6_4_G,f7e6e9e6e05ac025a2e30f5e1218e4cef20b8be6,4,G,A,True,False
d85b33f9dbc9597a793adde2076cd13da20673bf_2_B,d85b33f9dbc9597a793adde2076cd13da20673bf,2,B,A,True,False
a03912a0ab8ca3f8ca20f73a7b6066308e62d8bf_1_G,a03912a0ab8ca3f8ca20f73a7b6066308e62d8bf,1,G,A,True,False
e99ed262c4eb4c0c85548aa034f16e01f349fad2_2_I,e99ed262c4eb4c0c85548aa034f16e01f349fad2,2,I,A,True,False
aea55cc74b7dbbf19fdeae0b5b3d199839dd8fb2_0_F,aea55cc74b7dbbf19fdeae0b5b3d199839dd8fb2,0,F,A,True,False
e56bdc04f1d61042aa2c1138cc5f1497c692be52_1_E,e56bdc04f1d61042aa2c1138cc5f1497c692be52,1,E,A,True,False
e0e557b65e80b55944356c01aa9aed8e1af260d2_4_E,e0e557b65e80b55944356c01aa9aed8e1af260d2,4,E,A,True,False
48261e859d7ca4c97e02f6ecfe7af98aed833339_2_G,48261e859d7ca4c97e02f6ecfe7af98aed833339,2,G,A,True,False
58655cf6349f7a4e1119bb02679639483c5d887e_4_E,58655cf6349f7a4e1119bb02679639483c5d887e,4,E,A,True,False
c1757b34aa1248858f48ab96e5d00320d85bad66_4_K,c1757b34aa1248858f48ab96e5d00320d85bad66,4,K,A,True,False
a5deb1404723d27c18fcfcbdf0ae7564cb5a0619_4_K,a5deb1404723d27c18fcfcbdf0ae7564cb5a0619,4,K,A,True,False
09e915f46fde7905c2d500ea582d4ae4b68ec26a_4_A,09e915f46fde7905c2d500ea582d4ae4b68ec26a,4,A,A,True,False
503629295f9c18925a80914c60514e3a545aa20a_4_L,503629295f9c18925a80914c60514e3a545aa20a,4,L,A,True,False
bcac0cb3923d0e756ea88497f05f1f68a430e867_1_O,bcac0cb3923d0e756ea88497f05f1f68a430e867,1,O,A,True,False
98bb12b7835dd47e230ca5795d9498222f68023f_1_F,98bb12b7835dd47e230ca5795d9498222f68023f,1,F,A,True,False
59a63e8c09b2ca0ba1fb6422abe90ff7cffdba71_0_H,59a63e8c09b2ca0ba1fb6422abe90ff7cffdba71,0,H,A,True,False
27afcd15ac856076618be62456c13bbb4c21e84c_0_G,27afcd15ac856076618be62456c13bbb4c21e84c,0,G,A,True,False
7f6103354946cf1fd70423504758ecd63652690b_0_G,7f6103354946cf1fd70423504758ecd63652690b,0,G,A,True,False
36f76b235acfd6ba82d57d39a0d6d069f399ac2d_4_E,36f76b235acfd6ba82d57d39a0d6d069f399ac2d,4,E,A,True,False
bad01397cb7be8db59aeff510c6d8cf64e5b43ea_1_E,bad01397cb7be8db59aeff510c6d8cf64e5b43ea,1,E,A,True,False
6636b385cddf98b39a883be0d2a7e25591f4e59e_4_C,6636b385cddf98b39a883be0d2a7e25591f4e59e,4,C,A,True,False
d68156102467f96da97963535e4a1ac209175f51_0_C,d68156102467f96da97963535e4a1ac209175f51,0,C,A,True,False
5172cd21ea4ee2da15704ef80bd0650bfbaf2b47_4_E,5172cd21ea4ee2da15704ef80bd0650bfbaf2b47,4,E,A,True,False
226cdbc0699a57667ffc9d99e22552ac2da4987e_3_H,226cdbc0699a57667ffc9d99e22552ac2da4987e,3,H,A,True,False
4f824230171935ee99dcb3e2020a5e7aa848db5e_1_E,4f824230171935ee99dcb3e2020a5e7aa848db5e,1,E,A,True,False
p10081_p16521_1_B,p10081_p16521,1,B,A,True,False
0401d5587293fa1965201d706ede940979dfbb6b_0_D,0401d5587293fa1965201d706ede940979dfbb6b,0,D,A,True,False
abe24767ce4e3958097ba60e801de7ae146c1845_1_D,abe24767ce4e3958097ba60e801de7ae146c1845,1,D,A,True,False
06d28c581f2b39c1d2a8f951fde87e7b9e727e5d_1_E,06d28c581f2b39c1d2a8f951fde87e7b9e727e5d,1,E,A,True,False
de648e2e35ab71284ced337be0e8976dd8cb1dfb_2_F,de648e2e35ab71284ced337be0e8976dd8cb1dfb,2,F,A,True,False
14b5821243cdb645419b0f7d470709dbbd10aefe_1_N,14b5821243cdb645419b0f7d470709dbbd10aefe,1,N,A,True,False
cf1298d59ab326b101ffa86bd110579733aed1c5_1_F,cf1298d59ab326b101ffa86bd110579733aed1c5,1,F,A,True,False
35f9b4835ae9a80af46eb713968f835e9a10136e_1_A,35f9b4835ae9a80af46eb713968f835e9a10136e,1,A,A,True,False
69c68d96b4fbc8c79f90a514896e44b1fff6f9d0_3_I,69c68d96b4fbc8c79f90a514896e44b1fff6f9d0,3,I,A,True,False
a2404d1aaa1bc3baf23ec326f50333fa287b2595_0_J,a2404d1aaa1bc3baf23ec326f50333fa287b2595,0,J,A,True,False
3026204141d29dbfb9cbbca656c7dd608be20753_1_H,3026204141d29dbfb9cbbca656c7dd608be20753,1,H,A,True,False
15769cf768e5889f6300816375c5a6f5db0fcf61_0_H,15769cf768e5889f6300816375c5a6f5db0fcf61,0,H,A,True,False
8a940a3cfcec0e8dca550988a98ff064f5eec756_4_M,8a940a3cfcec0e8dca550988a98ff064f5eec756,4,M,A,True,False
1d1c6688db3ea734bcf8c841f043642f3f679857_2_H,1d1c6688db3ea734bcf8c841f043642f3f679857,2,H,A,True,False
49686e959c8faee1258e824ef2f4c0b7fcc67144_4_F,49686e959c8faee1258e824ef2f4c0b7fcc67144,4,F,A,True,False
49c94104d37cb9d7fafc0f63e6aaac579592ef7e_3_M,49c94104d37cb9d7fafc0f63e6aaac579592ef7e,3,M,A,True,False
2b8f54d16f1df8fae6c434ccc71a4cc11e3d0632_3_G,2b8f54d16f1df8fae6c434ccc71a4cc11e3d0632,3,G,A,True,False
9585d673754ba20b61a8886fbe41252d96c15860_1_J,9585d673754ba20b61a8886fbe41252d96c15860,1,J,A,True,False
6c10b76abe5d00d79d08a5b9f841a97fba73be24_4_A,6c10b76abe5d00d79d08a5b9f841a97fba73be24,4,A,A,True,False
fbf86adcf490f5584becbd17473920278a301792_1_E,fbf86adcf490f5584becbd17473920278a301792,1,E,A,True,False
f9a5f5be613e6a179eb487557b389839f9de364a_2_C,f9a5f5be613e6a179eb487557b389839f9de364a,2,C,A,True,False
75f37689bd647739074185994c534d323cd4d895_4_D,75f37689bd647739074185994c534d323cd4d895,4,D,A,True,False
4ac286a100c6f4ba0173302889430f02516687dc_2_E,4ac286a100c6f4ba0173302889430f02516687dc,2,E,A,True,False
9239998e59819611b7e8229360dc04006dbe6079_3_J,9239998e59819611b7e8229360dc04006dbe6079,3,J,A,True,False
d7921cd67506ad444fffcb2ec46c1ee9ba57451e_1_D,d7921cd67506ad444fffcb2ec46c1ee9ba57451e,1,D,A,True,False
737aa9988c94cc9f4e00a0ac2786f6b2aaebd278_3_E,737aa9988c94cc9f4e00a0ac2786f6b2aaebd278,3,E,A,True,False
9abb21c955e02ec8228f6ee1397cc56fa2599fe6_0_C,9abb21c955e02ec8228f6ee1397cc56fa2599fe6,0,C,A,True,False
55bc45409a402f1419cedf81f1166550f4f8e140_3_F,55bc45409a402f1419cedf81f1166550f4f8e140,3,F,A,True,False
d8220d5acfec0296d743992f67ed41164fd90b79_4_J,d8220d5acfec0296d743992f67ed41164fd90b79,4,J,A,True,False
e60df8a20f1f653a96b008562d7751c67a03dd0c_1_B,e60df8a20f1f653a96b008562d7751c67a03dd0c,1,B,A,True,False
4d13da9571a879929feb6e086bb8bdcc63c5f1f3_4_A,4d13da9571a879929feb6e086bb8bdcc63c5f1f3,4,A,A,True,False
476d9629896fc06b3da6edbafd2c4a2452461bdc_3_F,476d9629896fc06b3da6edbafd2c4a2452461bdc,3,F,A,True,False
7d387f7babfd9093d97cc6f5ae900a253df4d0d5_3_C,7d387f7babfd9093d97cc6f5ae900a253df4d0d5,3,C,A,True,False
600b908d4ec8917262110fc9ebdfa083a6ea4723_1_H,600b908d4ec8917262110fc9ebdfa083a6ea4723,1,H,A,True,False
d38b7ed2b7a855be6905f26c035021e6c877c7df_2_F,d38b7ed2b7a855be6905f26c035021e6c877c7df,2,F,A,True,False
56016db3372919f00f4ebf884293699140645c97_2_D,56016db3372919f00f4ebf884293699140645c97,2,D,A,True,False
ec5010f8ff76e41620348fdb76f9ce08852d8a26_1_B,ec5010f8ff76e41620348fdb76f9ce08852d8a26,1,B,A,True,False
36cef67245ba384b54e1a27e9e8b32a6a23269aa_4_C,36cef67245ba384b54e1a27e9e8b32a6a23269aa,4,C,A,True,False
fc8fa4f9267d53c4c0d32b5c91fe8524b479cf1a_0_A,fc8fa4f9267d53c4c0d32b5c91fe8524b479cf1a,0,A,A,True,False
a8661fc0b8bdb5bfc821128faa1f880b914450af_2_M,a8661fc0b8bdb5bfc821128faa1f880b914450af,2,M,A,True,False
a653b01a5047bc72711d50da2bb4daff2f902990_2_C,a653b01a5047bc72711d50da2bb4daff2f902990,2,C,A,True,False
e850b132519a11b82f471524ec66c13717d4cd10_4_J,e850b132519a11b82f471524ec66c13717d4cd10,4,J,A,True,False
a2ecfa9ed5e4ba81f2849378c54359f937f54f0d_3_F,a2ecfa9ed5e4ba81f2849378c54359f937f54f0d,3,F,A,True,False
e5646eff32a4d7634594c1311971e46146d0f395_2_E,e5646eff32a4d7634594c1311971e46146d0f395,2,E,A,True,False
e290f911ea75ec0419f42f6d5b5aaeb330a73550_0_E,e290f911ea75ec0419f42f6d5b5aaeb330a73550,0,E,A,True,False
0bb3c03a6434952cdc3f5efb0858c854089ce349_1_A,0bb3c03a6434952cdc3f5efb0858c854089ce349,1,A,A,True,False
45ab5a79de37009538470df17ee80493affeaffa_3_F,45ab5a79de37009538470df17ee80493affeaffa,3,F,A,True,False
cd0303b706355a0fea0f9549182f3b9be3b3f105_2_D,cd0303b706355a0fea0f9549182f3b9be3b3f105,2,D,A,True,False
808d7afc7c283d2d295f33b17147ad509481e7fa_1_I,808d7afc7c283d2d295f33b17147ad509481e7fa,1,I,A,True,False
48cf0ba3595146af384fe43816a281b3f012c939_2_A,48cf0ba3595146af384fe43816a281b3f012c939,2,A,A,True,False
2b0207721e09dfe3fae68c48f2dd188d87630c8f_4_H,2b0207721e09dfe3fae68c48f2dd188d87630c8f,4,H,A,True,False
b4e8b5c670f424a3f0f03244d02bb287ee15806f_0_H,b4e8b5c670f424a3f0f03244d02bb287ee15806f,0,H,A,True,False
9bada137a369a0b11091539f733f950714a421c4_2_H,9bada137a369a0b11091539f733f950714a421c4,2,H,A,True,False
e9186090b5a2f41d4c0a78a59e67a3911e0846ce_1_H,e9186090b5a2f41d4c0a78a59e67a3911e0846ce,1,H,A,True,False
97e726ae6e82e3afa91db73e71a92dddb307d164_2_C,97e726ae6e82e3afa91db73e71a92dddb307d164,2,C,A,True,False
5b702216b975da39f906cd3dc790a58242164f0e_3_C,5b702216b975da39f906cd3dc790a58242164f0e,3,C,A,True,False
d63b7ef95c2253636932d9f271fe56006e7afa2c_0_F,d63b7ef95c2253636932d9f271fe56006e7afa2c,0,F,A,True,False
44ccfe077465afd7144bc9fe9b6744043ab04ab0_1_G,44ccfe077465afd7144bc9fe9b6744043ab04ab0,1,G,A,True,False
7064ba77a972c24c6dddf4127845bf7b2fcff3bb_3_E,7064ba77a972c24c6dddf4127845bf7b2fcff3bb,3,E,A,True,False
ef0e068811008e2854dc56f6dd4e3877ad8f9181_2_B,ef0e068811008e2854dc56f6dd4e3877ad8f9181,2,B,A,True,False
cfe5277dd89a415329a16d59ea02746ef1e98a75_2_A,cfe5277dd89a415329a16d59ea02746ef1e98a75,2,A,A,True,False
d221383fff2165c129a51077e77095bc6839c67a_1_D,d221383fff2165c129a51077e77095bc6839c67a,1,D,A,True,False
92d1ee7ada2bbf8cdb191db5db928267de10441f_4_I,92d1ee7ada2bbf8cdb191db5db928267de10441f,4,I,A,True,False
335aaf412adbd58056cf080fabbeeb8ff7fffee2_0_E,335aaf412adbd58056cf080fabbeeb8ff7fffee2,0,E,A,True,False
d512dd84bbd83c6e490716abbda6794bdd480c16_0_F,d512dd84bbd83c6e490716abbda6794bdd480c16,0,F,A,True,False
c8cd0fef604250cb41d6d7c284794ef72ca0c1b0_2_J,c8cd0fef604250cb41d6d7c284794ef72ca0c1b0,2,J,A,True,False
7d41440d2ba7e6725f318afc3ceb04beec3445a6_1_H,7d41440d2ba7e6725f318afc3ceb04beec3445a6,1,H,A,True,False
a04c6945c74843eaf240a69b3421529d723acb7a_2_D,a04c6945c74843eaf240a69b3421529d723acb7a,2,D,A,True,False
e4c630d785e12fb19e90e34207181b78af2e5a76_3_C,e4c630d785e12fb19e90e34207181b78af2e5a76,3,C,A,True,False
p38325_p41056_0_A,p38325_p41056,0,A,A,True,False
4f486059e5c8f10951398dbbbcb5b0ba6032d013_0_D,4f486059e5c8f10951398dbbbcb5b0ba6032d013,0,D,A,True,False
0f0866260476736e98b8c3fb7afc6f49dda7904c_0_C,0f0866260476736e98b8c3fb7afc6f49dda7904c,0,C,A,True,False
63940dc95645050eef891657b290b70c910de8d4_4_C,63940dc95645050eef891657b290b70c910de8d4,4,C,A,True,False
a4b291ce2084eb48e9f211dc952cdcf10eeb05e0_2_A,a4b291ce2084eb48e9f211dc952cdcf10eeb05e0,2,A,A,True,False
b8d75ec203b03be574754dd8fac0ce969ff0983a_1_G,b8d75ec203b03be574754dd8fac0ce969ff0983a,1,G,A,True,False
9748ea431a7d965649c0b4aad4bc2a3278c81745_1_D,9748ea431a7d965649c0b4aad4bc2a3278c81745,1,D,A,True,False
199175e0e18f8ce2a738425fd61c1f2ce4f00d28_2_D,199175e0e18f8ce2a738425fd61c1f2ce4f00d28,2,D,A,True,False
bf87991ed3b0fcc0e18dbf3f9562cb0cf47c1e22_3_L,bf87991ed3b0fcc0e18dbf3f9562cb0cf47c1e22,3,L,A,True,False
267d72ea9dc9f7d473315c87fe5341bed924c570_1_L,267d72ea9dc9f7d473315c87fe5341bed924c570,1,L,A,True,False
01fde8e26cd7ccb9e241332fa656a1619edefb83_1_G,01fde8e26cd7ccb9e241332fa656a1619edefb83,1,G,A,True,False
9170859654fc4b1af1a9a44803b3e7565f64c137_4_C,9170859654fc4b1af1a9a44803b3e7565f64c137,4,C,A,True,False
9a9fbcdbe6b42749afe68f6cf4e9dab66a734893_2_D,9a9fbcdbe6b42749afe68f6cf4e9dab66a734893,2,D,A,True,False
5a56f09bc8759a961977fe214acf4e564155c94e_3_I,5a56f09bc8759a961977fe214acf4e564155c94e,3,I,A,True,False
eb4f87701735582f587049b5a33aa821b638efb0_1_F,eb4f87701735582f587049b5a33aa821b638efb0,1,F,A,True,False
3d6f04704141b20e47758170926380fb73f54200_3_K,3d6f04704141b20e47758170926380fb73f54200,3,K,A,True,False
c0362824eb988fa277d863688d314e1ae3dde714_2_H,c0362824eb988fa277d863688d314e1ae3dde714,2,H,A,True,False
e2ab9bd8f5fa122f367c97cc529c42dd744ec118_2_H,e2ab9bd8f5fa122f367c97cc529c42dd744ec118,2,H,A,True,False
53bc7bb55fdda1f4c8a1c5d5316e91357cc4724f_2_H,53bc7bb55fdda1f4c8a1c5d5316e91357cc4724f,2,H,A,True,False
bf4428ce96e4ca66de26549f61166756e15df3e8_4_G,bf4428ce96e4ca66de26549f61166756e15df3e8,4,G,A,True,False
4a692dbf7eec3b96eb436078035e526829ecbd05_1_M,4a692dbf7eec3b96eb436078035e526829ecbd05,1,M,A,True,False
5d651532bd33ea3a3d98db9395460c44abf9ad7c_4_J,5d651532bd33ea3a3d98db9395460c44abf9ad7c,4,J,A,True,False
aca41556fa70cb470d5b906bd3b5283d1cac7755_2_E,aca41556fa70cb470d5b906bd3b5283d1cac7755,2,E,A,True,False
bf137b7c22d7b89ab94e2d5d447c16e1bb00bcb2_1_G,bf137b7c22d7b89ab94e2d5d447c16e1bb00bcb2,1,G,A,True,False
050d64a979ff5a4f90e47b119db8bc67c91c80ea_1_I,050d64a979ff5a4f90e47b119db8bc67c91c80ea,1,I,A,True,False
0cabcf6ad24f1d764e8e806f39c42c9d55705741_4_E,0cabcf6ad24f1d764e8e806f39c42c9d55705741,4,E,A,True,False
a89d6ac356a0a61aa84c33a61e0f737f0fa0f5b5_0_A,a89d6ac356a0a61aa84c33a61e0f737f0fa0f5b5,0,A,A,True,False
80bba5b87bc778db21709519b680f2456cfca72d_1_F,80bba5b87bc778db21709519b680f2456cfca72d,1,F,A,True,False
4854a867c12ef806a2e9c138e33490b8c48e4170_4_K,4854a867c12ef806a2e9c138e33490b8c48e4170,4,K,A,True,False
efd58cfe50237f2bef1a26c1ff026433b67c0fe7_4_F,efd58cfe50237f2bef1a26c1ff026433b67c0fe7,4,F,A,True,False
81189d021ba79e799bde12867708afb5665991a5_0_D,81189d021ba79e799bde12867708afb5665991a5,0,D,A,True,False
4fc91368a87f61ed06fde535a6a659578efb942d_2_H,4fc91368a87f61ed06fde535a6a659578efb942d,2,H,A,True,False
p39956_q12436_4_A,p39956_q12436,4,A,A,True,False
972989022c8054a8a7203f419d658afbe1b1da9f_3_M,972989022c8054a8a7203f419d658afbe1b1da9f,3,M,A,True,False
5be23ce08a477e62a415aeab0b6804dc75862354_4_G,5be23ce08a477e62a415aeab0b6804dc75862354,4,G,A,True,False
789dc7e60ad4abd02c9e9c970ca75f25d2a2fd68_0_L,789dc7e60ad4abd02c9e9c970ca75f25d2a2fd68,0,L,A,True,False
62fd9a0eb759b751d72334b252aac3ab9817a366_0_J,62fd9a0eb759b751d72334b252aac3ab9817a366,0,J,A,True,False
569a2c6d478f2429f705f259d27b8ce4d1835c13_2_B,569a2c6d478f2429f705f259d27b8ce4d1835c13,2,B,A,True,False
71117925564934a35b9ce62d744d238007ee0bde_4_K,71117925564934a35b9ce62d744d238007ee0bde,4,K,A,True,False
3eeecc94e443670ecfe0651e6d064562c89d9bc6_3_J,3eeecc94e443670ecfe0651e6d064562c89d9bc6,3,J,A,True,False
9540096b38747596eb171c856f23518508a231c4_1_A,9540096b38747596eb171c856f23518508a231c4,1,A,A,True,False
9653530dfe83026cea4dcc9e8bd63771802dc429_0_B,9653530dfe83026cea4dcc9e8bd63771802dc429,0,B,A,True,False
a660ff6b67b5ca47ee5b6df7be4b33b4545fbade_4_D,a660ff6b67b5ca47ee5b6df7be4b33b4545fbade,4,D,A,True,False
d8a6bfe400326514a1f6bda11328272c8c36b749_4_G,d8a6bfe400326514a1f6bda11328272c8c36b749,4,G,A,True,False
0493292fed93416496655c30bb21cc4ee11fe277_2_B,0493292fed93416496655c30bb21cc4ee11fe277,2,B,A,True,False
bac55524adf34506059402b252eedd4c316e33cb_1_A,bac55524adf34506059402b252eedd4c316e33cb,1,A,A,True,False
