fc_key,input_name,sample,chain_id,native_chain_id,found,returned_name_matches_requested
ea9950339a99ae38108919e8e2d5a13889eca6e6_3_B,ea9950339a99ae38108919e8e2d5a13889eca6e6,3,B,A,True,False
a9bed049561ebaf579026d003baea01671340f36_4_F,a9bed049561ebaf579026d003baea01671340f36,4,F,A,True,False
e86c59b847245d9bd04a058fbd343caa9b02a8a2_4_G,e86c59b847245d9bd04a058fbd343caa9b02a8a2,4,G,A,True,False
9ae9a86be2cc2449015c2c98cca14d99663440a3_4_G,9ae9a86be2cc2449015c2c98cca14d99663440a3,4,G,A,True,False
656ec8e6b29ecb193f0d77d15f0bb36df59a018f_1_G,656ec8e6b29ecb193f0d77d15f0bb36df59a018f,1,G,A,True,False
20c23f16c488eb0b0cde2a1e1a61e1c1b137d144_3_E,20c23f16c488eb0b0cde2a1e1a61e1c1b137d144,3,E,A,True,False
370087ae3b48fcd33fc46023b319ed8cd06219e9_1_B,370087ae3b48fcd33fc46023b319ed8cd06219e9,1,B,A,True,False
15b672a72b9280dce4bb64093c3624daf74fc3a4_3_I,15b672a72b9280dce4bb64093c3624daf74fc3a4,3,I,A,True,False
daafbbc791504b453ca862e33e4a1b086e5221af_4_C,daafbbc791504b453ca862e33e4a1b086e5221af,4,C,A,True,False
2b5520a87ed92329610e740ce960ac3e724b241f_3_C,2b5520a87ed92329610e740ce960ac3e724b241f,3,C,A,True,False
1e09ca81377e881b408135b158371e51c71d8839_4_J,1e09ca81377e881b408135b158371e51c71d8839,4,J,A,True,False
aea965ed82ad11ffead970075df5506671b662ab_4_B,aea965ed82ad11ffead970075df5506671b662ab,4,B,A,True,False
8f951f2300213f3fa0ed9d5471d2e8366c3dae7e_4_F,8f951f2300213f3fa0ed9d5471d2e8366c3dae7e,4,F,A,True,False
474d4a0783772c2b46ec296e6237bcd484ecfa4a_2_F,474d4a0783772c2b46ec296e6237bcd484ecfa4a,2,F,A,True,False
5abb16d5e25655f3743c695dfb8e9203821c2d63_0_L,5abb16d5e25655f3743c695dfb8e9203821c2d63,0,L,A,True,False
33cc9c77c7b7ba2633f9228e4092ad49e3f7438c_1_A,33cc9c77c7b7ba2633f9228e4092ad49e3f7438c,1,A,A,True,False
f87018da74575a74041ae8f05203561cb5d789a1_0_G,f87018da74575a74041ae8f05203561cb5d789a1,0,G,A,True,False
4f45a544bc999ea0e625f2afd4c6dfbd69a3c42e_0_H,4f45a544bc999ea0e625f2afd4c6dfbd69a3c42e,0,H,A,True,False
71ef8525e56e77fec2886892e0825f9675374181_1_D,71ef8525e56e77fec2886892e0825f9675374181,1,D,A,True,False
e4d6eb1111e609e25d24f64a5f5162c0b2a3ecaf_4_F,e4d6eb1111e609e25d24f64a5f5162c0b2a3ecaf,4,F,A,True,False
e28337b0ab929a0dd9750b0f3cd27f20867014cb_3_B,e28337b0ab929a0dd9750b0f3cd27f20867014cb,3,B,A,True,False
66c3c707a4c5abeb79622384cfb82bde8c4493cd_0_G,66c3c707a4c5abeb79622384cfb82bde8c4493cd,0,G,A,True,False
3000576ef67a5074ed7c057e63056b35089d6028_2_F,3000576ef67a5074ed7c057e63056b35089d6028,2,F,A,True,False
e7ce3e369e708431199b47b358b5749f9221872e_0_C,e7ce3e369e708431199b47b358b5749f9221872e,0,C,A,True,False
beb4c275349c074f6bfdc5ae603d55051f14fcea_3_G,beb4c275349c074f6bfdc5ae603d55051f14fcea,3,G,A,True,False
eeaf562712c20b127332aea0cd1398fdcba427b2_4_B,eeaf562712c20b127332aea0cd1398fdcba427b2,4,B,A,True,False
26ce62101476722347ca2542f4618255e3c18310_1_G,26ce62101476722347ca2542f4618255e3c18310,1,G,A,True,False
18545c0aed0cf3cc2801ec0c9eace3f1d5644ecd_0_D,18545c0aed0cf3cc2801ec0c9eace3f1d5644ecd,0,D,A,True,False
9864c83800e6719f25f67af4d50841c62ddfd95c_1_M,9864c83800e6719f25f67af4d50841c62ddfd95c,1,M,A,True,False
62885c510efbfe03d5b085db46a3c43d74ca19d3_0_B,62885c510efbfe03d5b085db46a3c43d74ca19d3,0,B,A,True,False
eecfffe56f30698fe6090613b46c989b4ab1ffbb_0_C,eecfffe56f30698fe6090613b46c989b4ab1ffbb,0,C,A,True,False
74edcdab61264917426c67c498fa9b6c4b15956a_0_I,74edcdab61264917426c67c498fa9b6c4b15956a,0,I,A,True,False
7c46f77df291f0f91dcc13be09498063a87e8b62_3_H,7c46f77df291f0f91dcc13be09498063a87e8b62,3,H,A,True,False
46d00164b7b76b14f6053be98c17c0c37cce1d97_1_D,46d00164b7b76b14f6053be98c17c0c37cce1d97,1,D,A,True,False
p34248_q04311_1_B,p34248_q04311,1,B,A,True,False
bda84b84a3119a2237f3e67841004970be61674b_0_F,bda84b84a3119a2237f3e67841004970be61674b,0,F,A,True,False
e61983629fae32652d1ae37706395e610bded23b_4_D,e61983629fae32652d1ae37706395e610bded23b,4,D,A,True,False
98dddad88982a2363cf62a70ab7eb1c1f52df33e_0_D,98dddad88982a2363cf62a70ab7eb1c1f52df33e,0,D,A,True,False
fdf459e250e4b1c886c096e47b0d82c2d4a2d6ad_3_F,fdf459e250e4b1c886c096e47b0d82c2d4a2d6ad,3,F,A,True,False
630a3c118c6948d51fb9084fb72a92410dfbd268_0_J,630a3c118c6948d51fb9084fb72a92410dfbd268,0,J,A,True,False
600f5a5d0d0a11373bd3c87661ea69e93b6cc103_2_B,600f5a5d0d0a11373bd3c87661ea69e93b6cc103,2,B,A,True,False
a0489a556c41fa7de8abbf0ca70ebe1ea26f4397_1_F,a0489a556c41fa7de8abbf0ca70ebe1ea26f4397,1,F,A,True,False
cc1b4e8e133c6f5c7237ae0a8ec3080bc8da0632_1_G,cc1b4e8e133c6f5c7237ae0a8ec3080bc8da0632,1,G,A,True,False
39f3a4a03c470b3a833b63b2d8cb7f7fd80e5fe6_2_E,39f3a4a03c470b3a833b63b2d8cb7f7fd80e5fe6,2,E,A,True,False
58723cecc6fcc30557d67a28ab79a3807cdb9ab8_4_P,58723cecc6fcc30557d67a28ab79a3807cdb9ab8,4,P,A,True,False
432f9854741a7579fcc23f2b9d6b0544582ed9d6_0_M,432f9854741a7579fcc23f2b9d6b0544582ed9d6,0,M,A,True,False
6e8fc1db6bbfc44a4d5bf63f6fa862a25b95c23e_0_H,6e8fc1db6bbfc44a4d5bf63f6fa862a25b95c23e,0,H,A,True,False
ce90167cd2b6e9b62ad01fe819929cf3b94f1b99_2_C,ce90167cd2b6e9b62ad01fe819929cf3b94f1b99,2,C,A,True,False
38e4814d8abad080eda1a657d70d1e8ffb68ed95_3_I,38e4814d8abad080eda1a657d70d1e8ffb68ed95,3,I,A,True,False
0fc2d948d7121ebaf7c095c1c5a7403dc8aba1aa_1_B,0fc2d948d7121ebaf7c095c1c5a7403dc8aba1aa,1,B,A,True,False
a3b8c124b415fe39c54620f909b06afa7b3f0821_4_C,a3b8c124b415fe39c54620f909b06afa7b3f0821,4,C,A,True,False
75ff2a990f41ca0a7fc5789246f1701de77e027c_0_E,75ff2a990f41ca0a7fc5789246f1701de77e027c,0,E,A,True,False
163915a33db82e6c1e8f25b65289532e6eb9756e_3_B,163915a33db82e6c1e8f25b65289532e6eb9756e,3,B,A,True,False
e71b3f1d23353922a7d837bf71b7ec5d9b5e4475_4_D,e71b3f1d23353922a7d837bf71b7ec5d9b5e4475,4,D,A,True,False
9d8bcf917b9a8d2f5eef83dc87168f90d07880c8_4_B,9d8bcf917b9a8d2f5eef83dc87168f90d07880c8,4,B,A,True,False
996c0e19aeeb8219712549286604de4990621da0_3_B,996c0e19aeeb8219712549286604de4990621da0,3,B,A,True,False
459740d4698aac8cae09f17b453280fb80f5e75d_3_A,459740d4698aac8cae09f17b453280fb80f5e75d,3,A,A,True,False
13523d36dbd301f6dee296272f99cc313dfeed11_0_F,13523d36dbd301f6dee296272f99cc313dfeed11,0,F,A,True,False
0570e18018e0709d252bb7f60f8238ea1a5f6cf1_4_B,0570e18018e0709d252bb7f60f8238ea1a5f6cf1,4,B,A,True,False
b75016f5032ddc1dc6ce9b3eaac3ab40ea4e4faa_1_J,b75016f5032ddc1dc6ce9b3eaac3ab40ea4e4faa,1,J,A,True,False
64acebb5e6485954939c06d6cf0bf98373aa1e06_0_C,64acebb5e6485954939c06d6cf0bf98373aa1e06,0,C,A,True,False
fdadd587d03ef0448c8b4e72985281532098ef7e_4_C,fdadd587d03ef0448c8b4e72985281532098ef7e,4,C,A,True,False
2afe3bbe7ce2d2b5972b8a0c892d6c27ce4f05f3_3_L,2afe3bbe7ce2d2b5972b8a0c892d6c27ce4f05f3,3,L,A,True,False
9c6dc354161d37b9d78c618ae18cf28d3afa9324_1_E,9c6dc354161d37b9d78c618ae18cf28d3afa9324,1,E,A,True,False
02851359953aa4d6ae49daf07081f2347ff7bb4e_0_C,02851359953aa4d6ae49daf07081f2347ff7bb4e,0,C,A,True,False
86a5d7bfa7dc3a68f204c95c4819dce10a8b6689_2_I,86a5d7bfa7dc3a68f204c95c4819dce10a8b6689,2,I,A,True,False
a03a974d6c8d2fa7d681689d61ecc68603aa3012_3_E,a03a974d6c8d2fa7d681689d61ecc68603aa3012,3,E,A,True,False
64ecc50dfafa3789f4b1183841b97ec22fc2b9c1_1_A,64ecc50dfafa3789f4b1183841b97ec22fc2b9c1,1,A,A,True,False
4ef7491a3e12090fffad2718211ea1558502c898_3_F,4ef7491a3e12090fffad2718211ea1558502c898,3,F,A,True,False
7dbef2ea1fec4e88165d7f8a726dfbf096f9bd3c_3_H,7dbef2ea1fec4e88165d7f8a726dfbf096f9bd3c,3,H,A,True,False
b1e3b31b1d1332086342917dc418fff74bf1561d_2_A,b1e3b31b1d1332086342917dc418fff74bf1561d,2,A,A,True,False
3c0a97a56aa22a9f8b751f66f9214c2eb1f6ee20_3_F,3c0a97a56aa22a9f8b751f66f9214c2eb1f6ee20,3,F,A,True,False
27345c36fb21e303c1d87f2eadd4cf09dd6b7b07_1_A,27345c36fb21e303c1d87f2eadd4cf09dd6b7b07,1,A,A,True,False
552d7868cbfe094f8a90405ec674421c7b94594c_0_C,552d7868cbfe094f8a90405ec674421c7b94594c,0,C,A,True,False
d1b299e1f8c1e32d00a499e486ccf7c70088a0f0_0_C,d1b299e1f8c1e32d00a499e486ccf7c70088a0f0,0,C,A,True,False
a1b75a4871b3baed310456c349a56cb220a52304_3_A,a1b75a4871b3baed310456c349a56cb220a52304,3,A,A,True,False
bb737d11bf18cbe33000a9a67a0dd3d93cedb550_3_C,bb737d11bf18cbe33000a9a67a0dd3d93cedb550,3,C,A,True,False
1c4686ea782240e4c5b57ba1a494865f3d663a64_1_B,1c4686ea782240e4c5b57ba1a494865f3d663a64,1,B,A,True,False
a8586f973b004d136a8e1b9b739b3df5b154ed67_1_G,a8586f973b004d136a8e1b9b739b3df5b154ed67,1,G,A,True,False
fad563e5bf2b839620b510277a017ab402e5493d_3_C,fad563e5bf2b839620b510277a017ab402e5493d,3,C,A,True,False
34940b4a6373a38486eee2acea6b5539541f19cd_4_A,34940b4a6373a38486eee2acea6b5539541f19cd,4,A,A,True,False
8fe45ed97ce3eb1c364c0e488a838716dedb753f_0_A,8fe45ed97ce3eb1c364c0e488a838716dedb753f,0,A,A,True,False
f11c231ce8d0ced671dc1a56a1ef8061c35ab993_4_A,f11c231ce8d0ced671dc1a56a1ef8061c35ab993,4,A,A,True,False
48298633bd02b83da8c7e56d9fe6c611abe861c3_0_H,48298633bd02b83da8c7e56d9fe6c611abe861c3,0,H,A,True,False
20743cd2723b21442bad8084c8ca318a5d81efd7_1_J,20743cd2723b21442bad8084c8ca318a5d81efd7,1,J,A,True,False
7aff8af9a2915a7b7452bca3e41670cf8f5dc17f_1_E,7aff8af9a2915a7b7452bca3e41670cf8f5dc17f,1,E,A,True,False
c68d55df51a7d490cd9863173afe3eaf247b15e8_1_C,c68d55df51a7d490cd9863173afe3eaf247b15e8,1,C,A,True,False
17077db037ed9e6e2acf637e09c410440f036490_3_B,17077db037ed9e6e2acf637e09c410440f036490,3,B,A,True,False
0e889181374977ab3a73f50117eed6d70f24e012_2_D,0e889181374977ab3a73f50117eed6d70f24e012,2,D,A,True,False
c0caa429e74cf9f407a5d07d2c9c87900cd9afab_3_D,c0caa429e74cf9f407a5d07d2c9c87900cd9afab,3,D,A,True,False
ed86b9c225f4f0e1b990bf7805ba7a31c16fa10d_1_C,ed86b9c225f4f0e1b990bf7805ba7a31c16fa10d,1,C,A,True,False
f535f6254b2db680b7441583947279a19597f375_4_F,f535f6254b2db680b7441583947279a19597f375,4,F,A,True,False
1802375493680c88c93759287e04710aee446629_1_M,1802375493680c88c93759287e04710aee446629,1,M,A,True,False
p18414_p53135_2_B,p18414_p53135,2,B,A,True,False
98a1ff11f6200096bcdb901ac66dfc672cb5c8fe_2_E,98a1ff11f6200096bcdb901ac66dfc672cb5c8fe,2,E,A,True,False
a1d7b37901363a3864a315c1c6db941b1321f1f8_4_C,a1d7b37901363a3864a315c1c6db941b1321f1f8,4,C,A,True,False
d041586d41f4bfd2e2a8da16f202b1a3966f1616_4_E,d041586d41f4bfd2e2a8da16f202b1a3966f1616,4,E,A,True,False
ce315f0aec27431674b01d2ddb8ef20be9e1a74b_3_B,ce315f0aec27431674b01d2ddb8ef20be9e1a74b,3,B,A,True,False
fbd40d47b383038adab22ef7ead50cb274565bd9_0_O,fbd40d47b383038adab22ef7ead50cb274565bd9,0,O,A,True,False
0986ab52cc4852595e9c8c1a655cb1e3583fcf26_1_E,0986ab52cc4852595e9c8c1a655cb1e3583fcf26,1,E,A,True,False
8c40bd65e8ab7830afe7faf7100652723573ebe0_0_E,8c40bd65e8ab7830afe7faf7100652723573ebe0,0,E,A,True,False
f6f8196fcb708670be7b8866404ee1c4ac33d233_2_I,f6f8196fcb708670be7b8866404ee1c4ac33d233,2,I,A,True,False
caefcb988ba144697d29bc93567432090b665097_2_E,caefcb988ba144697d29bc93567432090b665097,2,E,A,True,False
6f110dc778e56ad03c2f1b93a3d3a62a3a826428_3_E,6f110dc778e56ad03c2f1b93a3d3a62a3a826428,3,E,A,True,False
a9b62c9f8ea69339646f06b76da735db62c59055_3_M,a9b62c9f8ea69339646f06b76da735db62c59055,3,M,A,True,False
660a767484f3c7cd43ea437ac69a1e7628b9c904_0_G,660a767484f3c7cd43ea437ac69a1e7628b9c904,0,G,A,True,False
97eda7934362b1b34abe9da7078e1d11f5eabef0_1_E,97eda7934362b1b34abe9da7078e1d11f5eabef0,1,E,A,True,False
06f912d05be30ba0c50c0a94be2ff5b5562134ef_2_Q,06f912d05be30ba0c50c0a94be2ff5b5562134ef,2,Q,A,True,False
243b1afcc4681d0cf6f9a55c4c9ddf83c74f9532_4_I,243b1afcc4681d0cf6f9a55c4c9ddf83c74f9532,4,I,A,True,False
062f6df4148c50481728c291f20ca1d93034f8b6_1_C,062f6df4148c50481728c291f20ca1d93034f8b6,1,C,A,True,False
692ca8f147d899bd2ca297bf125f74563e5572ef_0_I,692ca8f147d899bd2ca297bf125f74563e5572ef,0,I,A,True,False
9b685706b3d6b8113d8ea24118068ebc7fd60cae_2_E,9b685706b3d6b8113d8ea24118068ebc7fd60cae,2,E,A,True,False
959fe62f8d8ef664ee0c839c6b1b427cc2803058_2_H,959fe62f8d8ef664ee0c839c6b1b427cc2803058,2,H,A,True,False
c447af2a8dc8dd4d3e7b468faaa56ab30b1841f5_1_A,c447af2a8dc8dd4d3e7b468faaa56ab30b1841f5,1,A,A,True,False
a6f7be2fe7a092758526f12ff6a361417389361f_0_M,a6f7be2fe7a092758526f12ff6a361417389361f,0,M,A,True,False
f83e60b3d9f8dda56472852cfa065955aa4e132c_3_J,f83e60b3d9f8dda56472852cfa065955aa4e132c,3,J,A,True,False
6940fd917760618b2d62181c5b558ad2ef3f53ac_4_F,6940fd917760618b2d62181c5b558ad2ef3f53ac,4,F,A,True,False
976fb209c94e0e3b4de274ff7c110f7951a7804a_1_F,976fb209c94e0e3b4de274ff7c110f7951a7804a,1,F,A,True,False
f752f4e2f1e93edc5678f9ce0f3a78181e78a42f_3_K,f752f4e2f1e93edc5678f9ce0f3a78181e78a42f,3,K,A,True,False
74298c60f38866d1d16809797d565648bb27cbde_1_H,74298c60f38866d1d16809797d565648bb27cbde,1,H,A,True,False
8aa88b68ffc65bfd203916dac0b31a1fabd7b252_1_F,8aa88b68ffc65bfd203916dac0b31a1fabd7b252,1,F,A,True,False
63599614f1e02605eb18a12c8c8928de97a12f47_2_D,63599614f1e02605eb18a12c8c8928de97a12f47,2,D,A,True,False
73da5b48dc15bc6e09de20e8cccfe637e0049f65_0_A,73da5b48dc15bc6e09de20e8cccfe637e0049f65,0,A,A,True,False
64c8b70840e83e03f6c3493c75fc91305adeb2e5_4_E,64c8b70840e83e03f6c3493c75fc91305adeb2e5,4,E,A,True,False
082b2e00367ca231cbfbbad5ff0e7e38d2a26071_0_E,082b2e00367ca231cbfbbad5ff0e7e38d2a26071,0,E,A,True,False
723f1a9cf37270e454f8fae53e8db996d718dc8c_2_F,723f1a9cf37270e454f8fae53e8db996d718dc8c,2,F,A,True,False
02d8f6a421c91c890c101abf27e29fd3fcdf76cc_4_G,02d8f6a421c91c890c101abf27e29fd3fcdf76cc,4,G,A,True,False
c37111fb1a2105f4c9c9feb0d34b3f3d2699eaf7_4_A,c37111fb1a2105f4c9c9feb0d34b3f3d2699eaf7,4,A,A,True,False
38fb859e61ffa5048bd72cf443c553cc494afa66_4_E,38fb859e61ffa5048bd72cf443c553cc494afa66,4,E,A,True,False
8996678e667202b622da43e9a385cbebd6418ced_2_A,8996678e667202b622da43e9a385cbebd6418ced,2,A,A,True,False
2d91972cb4a9d25b44bacf5fcc676652b59bd4b7_2_F,2d91972cb4a9d25b44bacf5fcc676652b59bd4b7,2,F,A,True,False
e1ddbd3bd3939fd7c732df452affebb886cb19df_3_I,e1ddbd3bd3939fd7c732df452affebb886cb19df,3,I,A,True,False
11038fa2abc45802a8383a22abb76d90a6907b51_1_G,11038fa2abc45802a8383a22abb76d90a6907b51,1,G,A,True,False
51bc1fdbeed075cb5dd21fea099017e886a7380d_2_J,51bc1fdbeed075cb5dd21fea099017e886a7380d,2,J,A,True,False
32b408fb6555ec583dc0ec77a7dabf961c325db9_1_C,32b408fb6555ec583dc0ec77a7dabf961c325db9,1,C,A,True,False
53f42acc62a5816412df28585f5674945081e5ba_0_J,53f42acc62a5816412df28585f5674945081e5ba,0,J,A,True,False
06bbc798b0569c0f7c9948badb1a67384910dd9b_1_B,06bbc798b0569c0f7c9948badb1a67384910dd9b,1,B,A,True,False
fe78889e09cbf3dff0ab399a7b051052cf746fbe_0_K,fe78889e09cbf3dff0ab399a7b051052cf746fbe,0,K,A,True,False
faff9ef4e7bd24ee3cd62bf7faee1b9e8e918528_1_F,faff9ef4e7bd24ee3cd62bf7faee1b9e8e918528,1,F,A,True,False
1c921ce99b190cf3859900386fd11543382291ea_2_C,1c921ce99b190cf3859900386fd11543382291ea,2,C,A,True,False
38250f7ed64985e5c332a6e98d925bfd31d6f223_2_E,38250f7ed64985e5c332a6e98d925bfd31d6f223,2,E,A,True,False
aac3c496f7319c6d9138b237d2bb831162d68783_3_A,aac3c496f7319c6d9138b237d2bb831162d68783,3,A,A,True,False
e5d2136a8dd0c7c5c3259af343b4406933a9d17d_3_D,e5d2136a8dd0c7c5c3259af343b4406933a9d17d,3,D,A,True,False
56e8821335c7a96ea2e4d215812681e189677f7c_4_G,56e8821335c7a96ea2e4d215812681e189677f7c,4,G,A,True,False
f1e6e824cd004c090a0b83d3575dc95a41d15299_2_C,f1e6e824cd004c090a0b83d3575dc95a41d15299,2,C,A,True,False
ca823f4a535c4687b3f4d4a6c9eea4974be19877_0_C,ca823f4a535c4687b3f4d4a6c9eea4974be19877,0,C,A,True,False
p38779_p42945_4_B,p38779_p42945,4,B,A,True,False
fc2ea11fed4eefa323e0fae7990d02578b010d2d_2_I,fc2ea11fed4eefa323e0fae7990d02578b010d2d,2,I,A,True,False
2dcf0ce33bc65ab6edb7a29f77f8322adbaa5bb6_1_C,2dcf0ce33bc65ab6edb7a29f77f8322adbaa5bb6,1,C,A,True,False
f95c6eb8931a1bff009298d8e06b15575fbac27d_4_C,f95c6eb8931a1bff009298d8e06b15575fbac27d,4,C,A,True,False
e6e7177484f2c9d16b794d2cea4e2c3031f2cfc8_1_A,e6e7177484f2c9d16b794d2cea4e2c3031f2cfc8,1,A,A,True,False
d1e86086cf2f4272c729ab45a856444668080512_4_D,d1e86086cf2f4272c729ab45a856444668080512,4,D,A,True,False
8f413e990a164b590476b34ff7da4a178b24d53c_1_K,8f413e990a164b590476b34ff7da4a178b24d53c,1,K,A,True,False
d1c8bdbdcc7afd17750cf65acae48a373413ac10_2_I,d1c8bdbdcc7afd17750cf65acae48a373413ac10,2,I,A,True,False
4265a5a79f8cda4a51e4c228316e4f3df45cd227_1_B,4265a5a79f8cda4a51e4c228316e4f3df45cd227,1,B,A,True,False
4f2422cde4efe3773d71914721453595ba8d5dbf_3_A,4f2422cde4efe3773d71914721453595ba8d5dbf,3,A,A,True,False
1dab5f2a18fa13a2504ebf09f93b875055203d8a_2_C,1dab5f2a18fa13a2504ebf09f93b875055203d8a,2,C,A,True,False
ce06a20017a54c40773dd5ed8515f71053882105_2_G,ce06a20017a54c40773dd5ed8515f71053882105,2,G,A,True,False
4f972ab83e50f826be5630e1e84b1582d77911bd_1_N,4f972ab83e50f826be5630e1e84b1582d77911bd,1,N,A,True,False
1068298b7f5bb3fc20cbbd987b12a8a8802d0cb8_4_I,1068298b7f5bb3fc20cbbd987b12a8a8802d0cb8,4,I,A,True,False
387a10c5ebc435221bee6a8d12ed6d1151a67710_3_J,387a10c5ebc435221bee6a8d12ed6d1151a67710,3,J,A,True,False
2b680222f21d607b78781138d0325f8112986634_4_N,2b680222f21d607b78781138d0325f8112986634,4,N,A,True,False
837961cee69f9d31ba630ad20249415f241f7028_3_G,837961cee69f9d31ba630ad20249415f241f7028,3,G,A,True,False
7dbb3e5b615d53abc4fd230b48f28918f5ef2331_0_C,7dbb3e5b615d53abc4fd230b48f28918f5ef2331,0,C,A,True,False
50c8fc4cb1e186e6db99de0e5d30f20a4d4862a3_1_A,50c8fc4cb1e186e6db99de0e5d30f20a4d4862a3,1,A,A,True,False
8d40bafee4bde59b64ac26cd8ea33491264d19e8_4_G,8d40bafee4bde59b64ac26cd8ea33491264d19e8,4,G,A,True,False
4730abb909f5cb20ab36a70df5130cf39337eb6e_3_B,4730abb909f5cb20ab36a70df5130cf39337eb6e,3,B,A,True,False
08e6ee6f720d0ead631fe2942c6250098432525e_3_H,08e6ee6f720d0ead631fe2942c6250098432525e,3,H,A,True,False
85fab20f8e3c8e424b54a868be1d11afbf56be84_2_D,85fab20f8e3c8e424b54a868be1d11afbf56be84,2,D,A,True,False
b462b959aa52563e5f52073095826ac292320fbe_1_C,b462b959aa52563e5f52073095826ac292320fbe,1,C,A,True,False
32babce5ae65930bae3887b8de48937dc60751ac_4_F,32babce5ae65930bae3887b8de48937dc60751ac,4,F,A,True,False
361cb5f64fd97c44bd63d5f276ca6b0b4f0025d7_2_I,361cb5f64fd97c44bd63d5f276ca6b0b4f0025d7,2,I,A,True,False
cfda6c68f61d569909b6ae60e6663a291f28dcfd_4_H,cfda6c68f61d569909b6ae60e6663a291f28dcfd,4,H,A,True,False
951c3c3693bab008092766c1ed2ed75841402220_1_D,951c3c3693bab008092766c1ed2ed75841402220,1,D,A,True,False
8014d3e8a0a36aaea66f0c497f21d0f967d6a929_1_E,8014d3e8a0a36aaea66f0c497f21d0f967d6a929,1,E,A,True,False
01a5535154e72ae53a1a222175d35ffd3426e9cd_4_C,01a5535154e72ae53a1a222175d35ffd3426e9cd,4,C,A,True,False
9803c2728ce8067b95ce1f4fb84b348ebd6ae0bf_3_B,9803c2728ce8067b95ce1f4fb84b348ebd6ae0bf,3,B,A,True,False
af31cedcbfb91fbbcc78303618df89df2344a1be_1_G,af31cedcbfb91fbbcc78303618df89df2344a1be,1,G,A,True,False
42cab05fc211fcd8d229217cfafaff076c50ba29_1_B,42cab05fc211fcd8d229217cfafaff076c50ba29,1,B,A,True,False
365ffe1bee75109506a96d0c8f71938db43d8825_2_A,365ffe1bee75109506a96d0c8f71938db43d8825,2,A,A,True,False
b5da8f7737aa849aa25cd6ece32d18cc28900af7_1_F,b5da8f7737aa849aa25cd6ece32d18cc28900af7,1,F,A,True,False
8fa02aadfae262d26e5786ba602e736f4318385a_4_D,8fa02aadfae262d26e5786ba602e736f4318385a,4,D,A,True,False
bed972ecdabd2b9a0eaafe488f08321af535b33c_3_K,bed972ecdabd2b9a0eaafe488f08321af535b33c,3,K,A,True,False
98fceef9e54e4cba2b44d7b256378648dc7dba7f_0_F,98fceef9e54e4cba2b44d7b256378648dc7dba7f,0,F,A,True,False
4f0d2fd8c33f5a4e0f5cdf37cd0ca1c09dd68a91_4_B,4f0d2fd8c33f5a4e0f5cdf37cd0ca1c09dd68a91,4,B,A,True,False
2227e27b34af7228e2949364291463cfd42345ad_2_A,2227e27b34af7228e2949364291463cfd42345ad,2,A,A,True,False
706c57df7811f9d0a91450e06ee0f226cfd591e1_3_C,706c57df7811f9d0a91450e06ee0f226cfd591e1,3,C,A,True,False
d96b40e6b2a2b116654e288c9e45ff0016b1c77b_2_A,d96b40e6b2a2b116654e288c9e45ff0016b1c77b,2,A,A,True,False
7ccde28c23b9085a76114a893296c662f5ea1438_4_H,7ccde28c23b9085a76114a893296c662f5ea1438,4,H,A,True,False
9ccf8e3fb25794a4f3b503417fa09810ae77269f_4_F,9ccf8e3fb25794a4f3b503417fa09810ae77269f,4,F,A,True,False
e2a3f3ffb04c92e1849c06dfcb4f137f51d9b650_2_J,e2a3f3ffb04c92e1849c06dfcb4f137f51d9b650,2,J,A,True,False
e4f2e2ab4de7c7dbfc92db820d5ae3368c632eaf_0_C,e4f2e2ab4de7c7dbfc92db820d5ae3368c632eaf,0,C,A,True,False
fda21edf0960036d6499c219a85c9bae3284334e_0_B,fda21edf0960036d6499c219a85c9bae3284334e,0,B,A,True,False
ee730d8057293962e18a7d8aece46002b2bc21c9_3_K,ee730d8057293962e18a7d8aece46002b2bc21c9,3,K,A,True,False
69aae2fae13e5b059241a662ab40c7d19bda3fac_4_I,69aae2fae13e5b059241a662ab40c7d19bda3fac,4,I,A,True,False
362f504118ef463c63b5a95395fe391dd4f44640_1_G,362f504118ef463c63b5a95395fe391dd4f44640,1,G,A,True,False
21d502c5eb4fefccbaa8da8b76e0675e450aed89_1_M,21d502c5eb4fefccbaa8da8b76e0675e450aed89,1,M,A,True,False
93f3e22f766ffbbf363dcce00a272cea4e1da1c6_2_M,93f3e22f766ffbbf363dcce00a272cea4e1da1c6,2,M,A,True,False
49c9485206c2f98c38e99b52d5718abfe3f6d9f7_0_D,49c9485206c2f98c38e99b52d5718abfe3f6d9f7,0,D,A,True,False
7c9ccc40f7c62c1de4460f2d07bdeec7ad17a569_2_A,7c9ccc40f7c62c1de4460f2d07bdeec7ad17a569,2,A,A,True,False
40d9f241ea3aa7fa6a0b2b877bb38119371e156f_0_F,40d9f241ea3aa7fa6a0b2b877bb38119371e156f,0,F,A,True,False
1e317db0e929600ea93d93368db9bb78e8273703_4_H,1e317db0e929600ea93d93368db9bb78e8273703,4,H,A,True,False
a3d8e6afb37e3a4b10009e442a2ac5a6a8483849_3_B,a3d8e6afb37e3a4b10009e442a2ac5a6a8483849,3,B,A,True,False
64189851c140cd83ad54e2fc8d1188e8f5feb14e_0_C,64189851c140cd83ad54e2fc8d1188e8f5feb14e,0,C,A,True,False
41472efd124297300d0c4d12bc92aca9fc8420f7_3_E,41472efd124297300d0c4d12bc92aca9fc8420f7,3,E,A,True,False
