input_name,sample,chain_id,fc_key
6f488e88044bdb5fed561e4036b259a7eb902c44,0,E,6f488e88044bdb5fed561e4036b259a7eb902c44_0_E
2670e936967046e74c355018b3697cb9c1ba989e,0,C,2670e936967046e74c355018b3697cb9c1ba989e_0_C
301afac89500ce878d2aa464cb95427e75cd7ef8,1,D,301afac89500ce878d2aa464cb95427e75cd7ef8_1_D
e37b9c70f608a496a7cd622bdfccc9d8a1beff77,1,G,e37b9c70f608a496a7cd622bdfccc9d8a1beff77_1_G
e3b0c23e41dbb028d3b3614af62723937d68ef4e,0,E,e3b0c23e41dbb028d3b3614af62723937d68ef4e_0_E
5cb6c6d0102edb2f85ce6b9c392a4d44e3873cca,3,H,5cb6c6d0102edb2f85ce6b9c392a4d44e3873cca_3_H
97cec7d060f6f156392394bfa4f9866d9f72b6cd,4,D,97cec7d060f6f156392394bfa4f9866d9f72b6cd_4_D
1220b1efc75b85d192a49fc5c8a245fc487f6a82,2,E,1220b1efc75b85d192a49fc5c8a245fc487f6a82_2_E
adc5d24fb2b7a059a5b2f7d27847633d688426bf,4,F,adc5d24fb2b7a059a5b2f7d27847633d688426bf_4_F
32121fdf2cdb2cef51c00d349f94fea8ca288b38,2,E,32121fdf2cdb2cef51c00d349f94fea8ca288b38_2_E
9a78bd2ef9b0dee4b7199157cc343676753a7339,0,H,9a78bd2ef9b0dee4b7199157cc343676753a7339_0_H
75c2c4deab890ff7fe32752b558fc46d93f61f4c,0,B,75c2c4deab890ff7fe32752b558fc46d93f61f4c_0_B
68d0835fc7bbf08455ae5f679b0ceb0a2169fdb0,1,J,68d0835fc7bbf08455ae5f679b0ceb0a2169fdb0_1_J
72f98a4048f67a3c82b5c0bd9bf4590468848b0c,4,B,72f98a4048f67a3c82b5c0bd9bf4590468848b0c_4_B
fcc45a8a4a3f73cf81330c93d9bb419f541379e0,0,A,fcc45a8a4a3f73cf81330c93d9bb419f541379e0_0_A
609e77a7516de8b82c6f0c0020b985fc56b8a614,0,F,609e77a7516de8b82c6f0c0020b985fc56b8a614_0_F
c048607b91a4e772b0a9467a5316154afdb17428,4,A,c048607b91a4e772b0a9467a5316154afdb17428_4_A
d6ac457ed41dc727a4634f9af4db196e03e1bd93,0,G,d6ac457ed41dc727a4634f9af4db196e03e1bd93_0_G
060ea43ca6a7edc2f8a5ebb00696f57e69d0ca59,1,E,060ea43ca6a7edc2f8a5ebb00696f57e69d0ca59_1_E
43d62b06290a808e78aa0357718125f151df94c8,3,B,43d62b06290a808e78aa0357718125f151df94c8_3_B
2a23f3384a12c51edcf61580f49fe87fd42a2910,1,D,2a23f3384a12c51edcf61580f49fe87fd42a2910_1_D
5b87486164bbf68cf4333ce7519f17dca1555615,2,B,5b87486164bbf68cf4333ce7519f17dca1555615_2_B
b9f752513700d522af99650f1872029dc2d01cdc,1,A,b9f752513700d522af99650f1872029dc2d01cdc_1_A
0f2b315083cd28d921ef1591b4ff74b3c84ed989,0,B,0f2b315083cd28d921ef1591b4ff74b3c84ed989_0_B
eba5ffed22a1aa90fc03ee96736ef62a445f89f7,0,A,eba5ffed22a1aa90fc03ee96736ef62a445f89f7_0_A
c373c12cb15f895e559e02931d4282ab3db2480e,0,G,c373c12cb15f895e559e02931d4282ab3db2480e_0_G
0038e9d727bb85756ea07ea86c32460c4c645cf2,0,B,0038e9d727bb85756ea07ea86c32460c4c645cf2_0_B
3d6bb44e9769a325bf043292b163db52fb9b91b9,2,A,3d6bb44e9769a325bf043292b163db52fb9b91b9_2_A
9bd1f2a132e5e7aaba064de818a1e764dd0cdb2e,1,F,9bd1f2a132e5e7aaba064de818a1e764dd0cdb2e_1_F
0425737a33da83b5e97081ea3e13ff5abfbe5bfb,0,F,0425737a33da83b5e97081ea3e13ff5abfbe5bfb_0_F
88cbd81abc6dc66eee8365e92b6b639c2d75b953,0,B,88cbd81abc6dc66eee8365e92b6b639c2d75b953_0_B
14c6c6809ddb4b02b3d8110dac4763428eea54a8,4,B,14c6c6809ddb4b02b3d8110dac4763428eea54a8_4_B
19ec1166db94ea40d463b901cd593b7bb78fa296,4,D,19ec1166db94ea40d463b901cd593b7bb78fa296_4_D
d7633fbf03041ce3260d99e87c87b17789c2d879,1,E,d7633fbf03041ce3260d99e87c87b17789c2d879_1_E
2a5f2d9af2ee75d76ba5f713115e56a752904872,1,M,2a5f2d9af2ee75d76ba5f713115e56a752904872_1_M
9fafb05cfb28bbfde40bf2b180e2366e4bdbb136,0,C,9fafb05cfb28bbfde40bf2b180e2366e4bdbb136_0_C
f9f4ce8fd2422d4d30c37ac8327444add19cb4cc,3,I,f9f4ce8fd2422d4d30c37ac8327444add19cb4cc_3_I
d9b3707286bca5c4bf46ad88f25c31490f60ffa2,4,B,d9b3707286bca5c4bf46ad88f25c31490f60ffa2_4_B
f6806d0908fea54938e8a8afd5cbc8c6ec466b59,2,E,f6806d0908fea54938e8a8afd5cbc8c6ec466b59_2_E
018b10857ceff2aa9bc1c9ddaf913c7e40d40626,3,B,018b10857ceff2aa9bc1c9ddaf913c7e40d40626_3_B
16a79b7e6ac3b5c70705070bc8da721f29d555c7,3,D,16a79b7e6ac3b5c70705070bc8da721f29d555c7_3_D
9e7eb24888c7b46b71f97add0b4e143ed955bbed,4,K,9e7eb24888c7b46b71f97add0b4e143ed955bbed_4_K
85675c1dfcc3445d3e30fc920b5ddad1f694cc03,4,K,85675c1dfcc3445d3e30fc920b5ddad1f694cc03_4_K
430dc5eba302c6184ed363e50f32319d2e14990b,1,A,430dc5eba302c6184ed363e50f32319d2e14990b_1_A
f1669a85953f9aa40b11f5010a882bcbeb10e064,4,E,f1669a85953f9aa40b11f5010a882bcbeb10e064_4_E
bb4f2f80dfff8787d068e0382c8d62e5ed065f0e,2,J,bb4f2f80dfff8787d068e0382c8d62e5ed065f0e_2_J
8ebeb06323ad42f5157e37fdf04ce295743dab36,2,A,8ebeb06323ad42f5157e37fdf04ce295743dab36_2_A
db929ec8ea0905a0d376271b28841ffafeb2ee37,2,A,db929ec8ea0905a0d376271b28841ffafeb2ee37_2_A
18b75646aefff8aa011d290d89bc95075485e6f7,2,B,18b75646aefff8aa011d290d89bc95075485e6f7_2_B
2365c8cdd00392d8f8101c88f1843e2b172bf8e8,4,O,2365c8cdd00392d8f8101c88f1843e2b172bf8e8_4_O
5abed937492f7e74c6957def05f3d30f6022b060,1,C,5abed937492f7e74c6957def05f3d30f6022b060_1_C
5c370b3854e842ebd4dea9695cbdf674d357d0b1,1,H,5c370b3854e842ebd4dea9695cbdf674d357d0b1_1_H
28665fb44c9d69f903d8637dfe40c088ea4b9129,1,A,28665fb44c9d69f903d8637dfe40c088ea4b9129_1_A
bb7df427dc7d7879942dcad8db93d5acf0a2f709,0,K,bb7df427dc7d7879942dcad8db93d5acf0a2f709_0_K
7019f65db37dcf3aa887422ecd7a0b87738ef519,2,F,7019f65db37dcf3aa887422ecd7a0b87738ef519_2_F
6e15c4ea7ce691810d4d4221c060db4918f9c059,4,E,6e15c4ea7ce691810d4d4221c060db4918f9c059_4_E
307147b3dbf6e76321e5053d6b099c79d5863233,2,A,307147b3dbf6e76321e5053d6b099c79d5863233_2_A
b54b98d648a578d5a7568b170c70632109214161,0,C,b54b98d648a578d5a7568b170c70632109214161_0_C
eb41e9b7a83b74743951f5f801373932cd21eaf0,1,A,eb41e9b7a83b74743951f5f801373932cd21eaf0_1_A
b6026c2a753f2781bd0014060d770cb937bd7a98,4,C,b6026c2a753f2781bd0014060d770cb937bd7a98_4_C
70107ef67541a84405543ea8f831defc1ad94004,3,J,70107ef67541a84405543ea8f831defc1ad94004_3_J
a7e60cac68a9d5f7e08759430d664d9ffa88c3bc,1,D,a7e60cac68a9d5f7e08759430d664d9ffa88c3bc_1_D
33dc1e521909bb392815094a76cfc73ebfa85007,1,K,33dc1e521909bb392815094a76cfc73ebfa85007_1_K
9060091d23ba0a507e991e6a986fd169d6d98d81,3,E,9060091d23ba0a507e991e6a986fd169d6d98d81_3_E
105848326a16d4104f29b43f7f780d1970693355,4,B,105848326a16d4104f29b43f7f780d1970693355_4_B
e96f1738481add0f185ae28a914d9599696bafa5,1,B,e96f1738481add0f185ae28a914d9599696bafa5_1_B
997f0ae660ee86e3e66b89d7c7defe1146aac9de,0,A,997f0ae660ee86e3e66b89d7c7defe1146aac9de_0_A
110ab06075b4698a7f335b4d321f782cbb8428bc,0,H,110ab06075b4698a7f335b4d321f782cbb8428bc_0_H
4a288d52de31dffd2c586037191945f73e2d3b3f,2,F,4a288d52de31dffd2c586037191945f73e2d3b3f_2_F
bff5a3dd5afdc2a4086e21186ea74f282004fe5f,0,H,bff5a3dd5afdc2a4086e21186ea74f282004fe5f_0_H
p42949_p39515,3,B,p42949_p39515_3_B
559584d7b4f953be3ed08cdaa185037dcdceda34,3,P,559584d7b4f953be3ed08cdaa185037dcdceda34_3_P
7335c4ed34c4d2c453d2e4dfffc5f83487aa730e,1,K,7335c4ed34c4d2c453d2e4dfffc5f83487aa730e_1_K
41e1a2c9ff9523191f6cb21887fd47939573f099,4,G,41e1a2c9ff9523191f6cb21887fd47939573f099_4_G
570ef03bd2203813c4f4391a01ec7eb6c7ca9034,2,I,570ef03bd2203813c4f4391a01ec7eb6c7ca9034_2_I
p00546_q06616,3,B,p00546_q06616_3_B
0ae23123af10e3e9e8a4cfb640975658a5266734,3,I,0ae23123af10e3e9e8a4cfb640975658a5266734_3_I
7c8e84b76b3f9d4c8edbe30e1cb7483eb90b01e7,0,C,7c8e84b76b3f9d4c8edbe30e1cb7483eb90b01e7_0_C
e09d9506a89c287c46cae1eb4aa866b72c82a312,4,C,e09d9506a89c287c46cae1eb4aa866b72c82a312_4_C
e14bf2bd59063d99dfc77f99f807d0942e3e1f48,3,A,e14bf2bd59063d99dfc77f99f807d0942e3e1f48_3_A
20f90ffa94b1b60b7d3744f2d5be385a66779ce2,0,F,20f90ffa94b1b60b7d3744f2d5be385a66779ce2_0_F
e53320696687ecc594ddd4561cca10dfd20c7fae,2,L,e53320696687ecc594ddd4561cca10dfd20c7fae_2_L
0cbd898cfe8e924be5370834e1e8bdef2186fc15,4,G,0cbd898cfe8e924be5370834e1e8bdef2186fc15_4_G
f5e7034aeb676838eb40ffe5af22a3caf180d70e,4,H,f5e7034aeb676838eb40ffe5af22a3caf180d70e_4_H
bfd536ecbbd060f3b0514b5739d67c9ebfd429da,1,D,bfd536ecbbd060f3b0514b5739d67c9ebfd429da_1_D
ec180e8aa337a2b7bfd167fd564078ac5f053e53,4,H,ec180e8aa337a2b7bfd167fd564078ac5f053e53_4_H
da4b314a331f3be216e2881d90fdfa819865723b,1,D,da4b314a331f3be216e2881d90fdfa819865723b_1_D
77c7b627f4d5fb141750bee2f52f4867e36dedd6,2,E,77c7b627f4d5fb141750bee2f52f4867e36dedd6_2_E
604a4c365e06e6cabe600f6e30fbc32c05ce824e,0,B,604a4c365e06e6cabe600f6e30fbc32c05ce824e_0_B
e3c52f5745a46e713250f9e6def85f148273fc1b,1,N,e3c52f5745a46e713250f9e6def85f148273fc1b_1_N
8de215e59608630c177cc8606d14e1c73a848749,0,B,8de215e59608630c177cc8606d14e1c73a848749_0_B
0e4d19d67d343181a0211b020a167ace43d5a3e3,2,E,0e4d19d67d343181a0211b020a167ace43d5a3e3_2_E
c021600c985804ede03f913267103ff9e5c65c03,4,F,c021600c985804ede03f913267103ff9e5c65c03_4_F
e333a22c37718278d1c39c387e43803bfe562a10,4,D,e333a22c37718278d1c39c387e43803bfe562a10_4_D
8491ae37d85a312cae7c359b10e1bb8184c8e935,1,G,8491ae37d85a312cae7c359b10e1bb8184c8e935_1_G
5713a08842f5bba98b2d30209d4d9aaa27ca1d6f,0,L,5713a08842f5bba98b2d30209d4d9aaa27ca1d6f_0_L
33ffaa504429f5840031137ea6cefb8922d4f545,4,H,33ffaa504429f5840031137ea6cefb8922d4f545_4_H
0b9caa3ab1c2831f88f3366f90ee70fe0fe194af,4,E,0b9caa3ab1c2831f88f3366f90ee70fe0fe194af_4_E
44eddc056ae3daf6f12d18ba014ba83254ddcf35,0,K,44eddc056ae3daf6f12d18ba014ba83254ddcf35_0_K
7dd599e45f6a385ead16ca66fa17eb9260374be2,0,A,7dd599e45f6a385ead16ca66fa17eb9260374be2_0_A
fdc0e080e84d802ea44764fd5e1b54b0235bf773,4,C,fdc0e080e84d802ea44764fd5e1b54b0235bf773_4_C
835fcfb2a6180b808e9a320be0c09b2ae4f22898,1,K,835fcfb2a6180b808e9a320be0c09b2ae4f22898_1_K
317419b1e3f290065d7056b9e35b47cc6321a859,1,L,317419b1e3f290065d7056b9e35b47cc6321a859_1_L
1c4b80e5705165d7bcb083e23885fb2e8a4c745f,0,F,1c4b80e5705165d7bcb083e23885fb2e8a4c745f_0_F
d2b5b5ecda59498472006626be7ed8d8f1407c6f,4,A,d2b5b5ecda59498472006626be7ed8d8f1407c6f_4_A
36095ac999b4edcb8a748d8c0f2bf0c125bb06ca,2,I,36095ac999b4edcb8a748d8c0f2bf0c125bb06ca_2_I
cc8f8f7eba202b15ffdf6d7e38e51de75a0909fb,3,F,cc8f8f7eba202b15ffdf6d7e38e51de75a0909fb_3_F
297d251565e537a7bcfa2d9fefc1c07c0b1d9df7,0,D,297d251565e537a7bcfa2d9fefc1c07c0b1d9df7_0_D
5fae6c7d4954b3bc1636b175b7f5b7b54c999e35,2,J,5fae6c7d4954b3bc1636b175b7f5b7b54c999e35_2_J
10ffc1ec12e75757c5fe6423d53f22c1d3e0b80d,1,B,10ffc1ec12e75757c5fe6423d53f22c1d3e0b80d_1_B
515915c7856257648b8427e2d31a5e1646721536,4,H,515915c7856257648b8427e2d31a5e1646721536_4_H
4eb73e68bc9459ac1573fe6f6ea0345a90d38254,4,H,4eb73e68bc9459ac1573fe6f6ea0345a90d38254_4_H
8502facb5ab701a2761037dc90816ac2a668be03,3,C,8502facb5ab701a2761037dc90816ac2a668be03_3_C
7b1c967e741585ac3eb05de47b6ef7bf8e40bee8,0,C,7b1c967e741585ac3eb05de47b6ef7bf8e40bee8_0_C
7df124d0b57959f0affc28df885c246fc82c0dc0,2,I,7df124d0b57959f0affc28df885c246fc82c0dc0_2_I
dff0257f2afb12949f2cf41eeea272b11de30842,2,A,dff0257f2afb12949f2cf41eeea272b11de30842_2_A
8fdf8732a8ec18eb9abdda89ea4be6cec60d796e,2,E,8fdf8732a8ec18eb9abdda89ea4be6cec60d796e_2_E
3fa693f319d86a05ee5b76fc83ce9779055173f3,3,F,3fa693f319d86a05ee5b76fc83ce9779055173f3_3_F
badea558354e075bf768f8c2a66e75986a5665a5,3,B,badea558354e075bf768f8c2a66e75986a5665a5_3_B
9738afc5ee26433d1e93945a7192afffe3841b2a,4,E,9738afc5ee26433d1e93945a7192afffe3841b2a_4_E
854db0504d7a2716406824ec6d32a48bd1ae1213,3,B,854db0504d7a2716406824ec6d32a48bd1ae1213_3_B
5845257a85391964403a843dc4c6196b1b25a361,4,B,5845257a85391964403a843dc4c6196b1b25a361_4_B
f3e13b52ad397ba36cb91a92f83e7af7be285ad7,2,H,f3e13b52ad397ba36cb91a92f83e7af7be285ad7_2_H
106bdd4114f97d371feb013cbf9b9d45e8efc395,1,E,106bdd4114f97d371feb013cbf9b9d45e8efc395_1_E
721c96753d96080970a3c24ed36f78f7c229c3b2,2,D,721c96753d96080970a3c24ed36f78f7c229c3b2_2_D
032ec65fa3ee186d499ba84e0020cfad56eb6181,4,A,032ec65fa3ee186d499ba84e0020cfad56eb6181_4_A
dbbe5f0f7a6fb31ca6e0d032e64ad1fcd94cb6b5,2,F,dbbe5f0f7a6fb31ca6e0d032e64ad1fcd94cb6b5_2_F
de7c7a0dcaefc93784bec3cc2a55b28952ebf8d8,1,B,de7c7a0dcaefc93784bec3cc2a55b28952ebf8d8_1_B
a00837560eb0a413616c91adccd4b465fe6b3465,0,C,a00837560eb0a413616c91adccd4b465fe6b3465_0_C
a8ce43e9dac6bfa7f17b4736cc55fac9fd151503,0,D,a8ce43e9dac6bfa7f17b4736cc55fac9fd151503_0_D
f6d92f37bc09724738467120413fcc4152ceb491,4,A,f6d92f37bc09724738467120413fcc4152ceb491_4_A
132ddc673b76bb889f37d66be92fd3544231804f,3,H,132ddc673b76bb889f37d66be92fd3544231804f_3_H
b2b17073edbbe6f9c12423a5a12b992d4f25cbdc,4,D,b2b17073edbbe6f9c12423a5a12b992d4f25cbdc_4_D
0c0dabfdd10aa512eecf6577924d9dd783057646,0,I,0c0dabfdd10aa512eecf6577924d9dd783057646_0_I
9a247ab4f24462a45b143d7ae59f820303f8d109,0,H,9a247ab4f24462a45b143d7ae59f820303f8d109_0_H
33dd5f5965266b4d717df0992b42f140db058de5,2,A,33dd5f5965266b4d717df0992b42f140db058de5_2_A
6865dc73b4c88c950fc0a45f964806770fde6b4b,0,C,6865dc73b4c88c950fc0a45f964806770fde6b4b_0_C
0519343faf3acc2535a486e85deae1f0e61969d6,1,K,0519343faf3acc2535a486e85deae1f0e61969d6_1_K
764c2c40d3c7e9601918a260b194f8d023ed9dda,0,K,764c2c40d3c7e9601918a260b194f8d023ed9dda_0_K
2b467850046b898c60367ab201b08eee8cecced0,0,F,2b467850046b898c60367ab201b08eee8cecced0_0_F
ee1fa88affec88be4d73efacecf2c599c4c04014,3,A,ee1fa88affec88be4d73efacecf2c599c4c04014_3_A
fc1c4157a6ca5b9d458b0c2c162ad58f7b0ddf19,3,E,fc1c4157a6ca5b9d458b0c2c162ad58f7b0ddf19_3_E
d95aaa20c6845fc65c8577e8487e4dc5d92919f6,3,A,d95aaa20c6845fc65c8577e8487e4dc5d92919f6_3_A
97705915595bb4d00dbe122fb8cf4eb4ed88384c,1,B,97705915595bb4d00dbe122fb8cf4eb4ed88384c_1_B
c846cb0f255935d0751ec6ebdf958a4bf619ba77,3,A,c846cb0f255935d0751ec6ebdf958a4bf619ba77_3_A
aa4b3c92f42a975ec71029bbc75c2e65ea86635f,2,G,aa4b3c92f42a975ec71029bbc75c2e65ea86635f_2_G
8d14a3d5169f3637496f1f9909ab0ce730d055e8,3,F,8d14a3d5169f3637496f1f9909ab0ce730d055e8_3_F
c721a50611679c34ab06a8d7e9e9fc7edae69c2a,0,B,c721a50611679c34ab06a8d7e9e9fc7edae69c2a_0_B
8fe05e0d61d51c85fae2877d0d829f5faa5bf1f8,2,C,8fe05e0d61d51c85fae2877d0d829f5faa5bf1f8_2_C
5f73a96721f162a37a378c1211a553a88fa1a75e,2,G,5f73a96721f162a37a378c1211a553a88fa1a75e_2_G
ab38176436ad61ec5cdeb8f700cb9c06129a450c,0,E,ab38176436ad61ec5cdeb8f700cb9c06129a450c_0_E
38c8b7b137292c06e3b71fec70a44ed5e957d1ab,4,E,38c8b7b137292c06e3b71fec70a44ed5e957d1ab_4_E
2b994c8b0934adb8ee180d076f743cba064363d1,3,G,2b994c8b0934adb8ee180d076f743cba064363d1_3_G
7f4399ce1fd2b8a72e1730736257da126e404306,1,K,7f4399ce1fd2b8a72e1730736257da126e404306_1_K
0399f8a167b9bd60b8ab57ae6ff41e2fe209e4fb,3,A,0399f8a167b9bd60b8ab57ae6ff41e2fe209e4fb_3_A
631deab28332e8adb48ab1e205149691f8e82d46,2,A,631deab28332e8adb48ab1e205149691f8e82d46_2_A
3fa1bc3dd06f71380e942e0bfe2985150d9e16b8,0,E,3fa1bc3dd06f71380e942e0bfe2985150d9e16b8_0_E
38692398d5aa78a611acfcecbd49238baf211b30,2,I,38692398d5aa78a611acfcecbd49238baf211b30_2_I
86bba17ac7e148c25ced7e81b058b91f967145a1,0,H,86bba17ac7e148c25ced7e81b058b91f967145a1_0_H
bcebcd91554400e36993b8e84aa09f766c7e2a03,2,J,bcebcd91554400e36993b8e84aa09f766c7e2a03_2_J
5899278fd94ada278165214a6979d7857ca615e9,2,A,5899278fd94ada278165214a6979d7857ca615e9_2_A
ad2b8e93f9bf5c363fe6a8e31d22376b94af529b,2,B,ad2b8e93f9bf5c363fe6a8e31d22376b94af529b_2_B
7141d3263fb1239f27576bcc57a798bc3cdaef82,3,A,7141d3263fb1239f27576bcc57a798bc3cdaef82_3_A
ab14557a25ca54a20b9883036abaae01b4fcc0a1,0,E,ab14557a25ca54a20b9883036abaae01b4fcc0a1_0_E
3552f6f6fc3cb0eab3b6d34f0910e09843508f67,0,D,3552f6f6fc3cb0eab3b6d34f0910e09843508f67_0_D
108305c90dfc97e10626d9cdf609744478007e89,3,F,108305c90dfc97e10626d9cdf609744478007e89_3_F
46ac5955a63de9961c1af30e22885ad26d58b73b,4,G,46ac5955a63de9961c1af30e22885ad26d58b73b_4_G
2b548005cbe665b5f8b18b4a4446eb9aded0763d,2,F,2b548005cbe665b5f8b18b4a4446eb9aded0763d_2_F
bce68c6cb6c2d731363b8e92360dc3afd9536a7f,4,E,bce68c6cb6c2d731363b8e92360dc3afd9536a7f_4_E
0cb86c74ea946f7870e5620a49bf5248ec947542,1,C,0cb86c74ea946f7870e5620a49bf5248ec947542_1_C
3a8596c8328c72d0cad79bce22928c2e9e3b44ef,4,I,3a8596c8328c72d0cad79bce22928c2e9e3b44ef_4_I
51db8e590073ed2b63501afbc1c27012f1f12612,0,A,51db8e590073ed2b63501afbc1c27012f1f12612_0_A
929291a2a10d79910695f92269ba4595e42cf8cc,0,G,929291a2a10d79910695f92269ba4595e42cf8cc_0_G
36af319507c1e87f0d4e8d841a381ba0f2783ddc,0,C,36af319507c1e87f0d4e8d841a381ba0f2783ddc_0_C
db85b897073d82bce1962aee2c69a576ed207613,0,A,db85b897073d82bce1962aee2c69a576ed207613_0_A
00894dc5754ce32c5033676fcd0d8bc9d290643a,1,E,00894dc5754ce32c5033676fcd0d8bc9d290643a_1_E
c9d0cd5b2b6ebe291573ec6ca317193d3c73b89a,1,H,c9d0cd5b2b6ebe291573ec6ca317193d3c73b89a_1_H
q05022_p40991,2,B,q05022_p40991_2_B
1bbc3626cbaae373b307bfb54046f600f4e3979a,4,I,1bbc3626cbaae373b307bfb54046f600f4e3979a_4_I
4854610e5edcf64b4e67b32f5085ff48f676032f,4,E,4854610e5edcf64b4e67b32f5085ff48f676032f_4_E
9b01af68637c00b173732ac27f89f88a6f6ac682,4,E,9b01af68637c00b173732ac27f89f88a6f6ac682_4_E
c5fa23064d67066b990dbedfe52222e25dff68f9,4,B,c5fa23064d67066b990dbedfe52222e25dff68f9_4_B
4b81003510fd6459a7b1c113976a24483dc46d4f,2,J,4b81003510fd6459a7b1c113976a24483dc46d4f_2_J
82475f07d8cfd96473a9508d2d823de5f1ad7fae,4,K,82475f07d8cfd96473a9508d2d823de5f1ad7fae_4_K
2bb5d50dfeeff2ce73bdb63384943499f86fb91a,3,I,2bb5d50dfeeff2ce73bdb63384943499f86fb91a_3_I
5a320b72bc787607d0389e55e7ff43a3250cfac2,3,C,5a320b72bc787607d0389e55e7ff43a3250cfac2_3_C
15ea245e38adfbf771f6a84e220ec0c16e8a5d5d,0,F,15ea245e38adfbf771f6a84e220ec0c16e8a5d5d_0_F
123a08d8bfdd13a8b1f8653fe48d887d19d99128,2,F,123a08d8bfdd13a8b1f8653fe48d887d19d99128_2_F
3ef7cbd749fc1e55aecefdb058fd8829bdcccf7f,0,D,3ef7cbd749fc1e55aecefdb058fd8829bdcccf7f_0_D
723731454121827f6a2708b5680585dcc146cc95,2,C,723731454121827f6a2708b5680585dcc146cc95_2_C
86b217fed4c99762234ed9a87048851eed05b989,3,H,86b217fed4c99762234ed9a87048851eed05b989_3_H
672fa17867575d8b4002743ab0b69438197bc6f0,0,H,672fa17867575d8b4002743ab0b69438197bc6f0_0_H
ca390a2d94542a5cb5fc4b86b24afb78e218d1e4,1,F,ca390a2d94542a5cb5fc4b86b24afb78e218d1e4_1_F
6c3e53d5728053cbb1e20eb8e3dff1de7721dd4a,3,I,6c3e53d5728053cbb1e20eb8e3dff1de7721dd4a_3_I
ac0ab7fe25e19435dcafce62284df3a529648224,2,G,ac0ab7fe25e19435dcafce62284df3a529648224_2_G
57e062caecab3e9c582957315df6b3280e27d55d,1,G,57e062caecab3e9c582957315df6b3280e27d55d_1_G
8881d635a83fca8987a2fb20fcbfd7dc431431d6,0,A,8881d635a83fca8987a2fb20fcbfd7dc431431d6_0_A
e21cc88b82af3454b0ecaf92aba18de5f6e7b06d,4,H,e21cc88b82af3454b0ecaf92aba18de5f6e7b06d_4_H
b5d9cd69b8b5d8ad22953015edef6b359a04fb26,0,A,b5d9cd69b8b5d8ad22953015edef6b359a04fb26_0_A
2086b17fa6d3ddf8e7a86d6dc821e15f65c18b0e,4,H,2086b17fa6d3ddf8e7a86d6dc821e15f65c18b0e_4_H
c0e22dec577d9dadedec3af15d527bde1ef84bf2,2,K,c0e22dec577d9dadedec3af15d527bde1ef84bf2_2_K
50bf8d54af8bf70e92f4d374f6d6e5263412826a,4,C,50bf8d54af8bf70e92f4d374f6d6e5263412826a_4_C
fb68845004521f80fb2e2a7cc3a0ef852bc965f5,0,B,fb68845004521f80fb2e2a7cc3a0ef852bc965f5_0_B
da61fdfc142e4923466b2cb3f9478e99567ceedc,3,M,da61fdfc142e4923466b2cb3f9478e99567ceedc_3_M
734d9100d5200156297afe571e7b8eaa5a5cb4c2,2,E,734d9100d5200156297afe571e7b8eaa5a5cb4c2_2_E
0d15b7a6a7572a8738d041c80a3d364cac148857,1,A,0d15b7a6a7572a8738d041c80a3d364cac148857_1_A
50bc004b98bf571147752e66dfb1f8ed1e0811c0,4,A,50bc004b98bf571147752e66dfb1f8ed1e0811c0_4_A
3fb70235083d263adc7a76cdbc35f15b7ce383df,2,D,3fb70235083d263adc7a76cdbc35f15b7ce383df_2_D
af3e617c21e0dd82433d167398ad5ad262c4cfeb,0,D,af3e617c21e0dd82433d167398ad5ad262c4cfeb_0_D
3d0358b72f74bd9e738d6350945b67d7e037add1,3,D,3d0358b72f74bd9e738d6350945b67d7e037add1_3_D
ad0700904d2df83b94a402eec444c474bb81c904,1,I,ad0700904d2df83b94a402eec444c474bb81c904_1_I
5f395a7652def6d781dc6aca9742b74f032d3d64,4,J,5f395a7652def6d781dc6aca9742b74f032d3d64_4_J
44fce06fcfe63e3a22f58d811d4f35af9f2424b0,4,B,44fce06fcfe63e3a22f58d811d4f35af9f2424b0_4_B
5c908050f0d7f3c73d59e7f361697f0faa659ddd,4,A,5c908050f0d7f3c73d59e7f361697f0faa659ddd_4_A
89c5c03e275177406098cfbeca8d89382f4bc39c,3,H,89c5c03e275177406098cfbeca8d89382f4bc39c_3_H
p27825_p38237,2,B,p27825_p38237_2_B
87740d7bbd4aef75c0d4b8c64ae9186170420f35,3,I,87740d7bbd4aef75c0d4b8c64ae9186170420f35_3_I
e42b071c9abc582a14f1317e59991e1bfe735605,3,I,e42b071c9abc582a14f1317e59991e1bfe735605_3_I
23983787784047ca12bce02574e7243f00415b2b,1,E,23983787784047ca12bce02574e7243f00415b2b_1_E
5f46fada1778af5c8463072fddda07ae9f1a8dcc,1,I,5f46fada1778af5c8463072fddda07ae9f1a8dcc_1_I
eee51a27964349582c15250ad30eb3858118bccc,4,A,eee51a27964349582c15250ad30eb3858118bccc_4_A
63eeccb60411ba6b5187086527fb9ce8acba4444,2,C,63eeccb60411ba6b5187086527fb9ce8acba4444_2_C
651d973bbf230a38bccc5b46031f8d98672f948d,1,B,651d973bbf230a38bccc5b46031f8d98672f948d_1_B
78034a3d97cf73dec4175818196022e9794660ef,4,A,78034a3d97cf73dec4175818196022e9794660ef_4_A
1011c097de66abe0b42000e1e00fcc4c87a2eafb,3,B,1011c097de66abe0b42000e1e00fcc4c87a2eafb_3_B
80bf1df77bb01dfd1894c238afbc3e0d24a1f220,3,D,80bf1df77bb01dfd1894c238afbc3e0d24a1f220_3_D
